method,eeg_snr_db,meg_snr_db,aggregation,case_count,scenario_count,auc,auc_tie_corrected,surface_auc_tie_corrected,deep_auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,deep_score,deep_peak_distance_mm,active_count,surface_active_count,deep_active_count,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_sensitivity,deep_specificity,deep_balanced_accuracy
MNE,20,15,case_weighted,369,4,0.8812037005547317,0.9448067323863579,0.9435231822792901,0.7319027181688127,1.7033451655972578,17.784892990027725,12.719078144665282,20.74530848638405,18.27916184546475,0.2930650228917568,18.097753203887102,289.4010840108401,277.8292682926829,11.57181571815718,17.784892990027725,23.164389470287094,183.44112555401958,180.79550713013032,0.2317596566523605,0.4411764705882353,0.3364680636202979
MNE,20,20,case_weighted,369,4,0.8868867650445855,0.9462692469436572,0.9441855535048498,0.7353361945636625,1.7088236016492004,18.29629259718342,14.20354947122735,20.731630507696224,18.2939293558813,0.2988897991088015,18.293929350949135,255.84281842818427,244.8617886178862,10.981029810298104,18.29629259718342,24.5787972534126,180.58550995844772,177.893234709516,0.2446351931330472,0.3897058823529412,0.3171705377429942
OASTER-ERP-v3,-10,-10,case_weighted,369,4,0.9081404005274866,0.9064930892733659,0.8970208241879829,0.6037195994277539,1.577541918927786,42.211030904703556,43.44773116087856,23.23769290791181,21.497380539473337,0.0704322448034351,21.497380539473337,31.495934959349594,16.67479674796748,14.821138211382113,42.211030904703556,55.253657398646624,229.13578327471404,229.13578327471404,0.02145922746781116,0.9779411764705882,0.4997002019691997
OASTER-ERP-v3,-10,-5,case_weighted,369,4,0.9342009709397643,0.9392703404669656,0.9328244673004488,0.6168812589413448,1.2778982745831136,32.174104279805526,32.674993092440026,20.897088141522037,17.603381321027456,0.1307535006646161,17.603381321027456,41.36585365853659,27.32249322493225,14.043360433604336,32.174104279805526,46.33618699087147,206.03419712242257,206.03419712242257,0.12017167381974249,0.9852941176470589,0.5527328957334007
OASTER-ERP-v3,-10,0,case_weighted,369,4,0.9388970491114036,0.9496705905089815,0.9444535590768125,0.672961373390558,1.135341446226882,20.502254569546864,21.078739111009703,19.42067275406318,16.661234856713797,0.19177665862709756,16.661234856713797,47.94850948509485,34.83739837398374,13.11111111111111,20.502254569546864,33.6421829307895,189.21662242863823,189.21662242863823,0.19313304721030042,0.9558823529411765,0.5745077000757385
OASTER-ERP-v3,-10,5,case_weighted,369,4,0.9434504150497367,0.957329918804086,0.9528706191371519,0.7290414878397712,1.0461670167992434,11.248406307094886,12.445834560871571,17.15616710575589,14.277943265583508,0.31479706928775414,14.277943265583508,43.12737127371274,31.983739837398375,11.143631436314363,11.248406307094886,27.47950824168081,170.1756218952012,170.1756218952012,0.27467811158798283,0.8602941176470589,0.5674861146175209
OASTER-ERP-v3,-10,10,case_weighted,369,4,0.9436648773522216,0.9580968775926227,0.9536295192022399,0.8206008583690988,0.9950269789402781,10.553107618783502,13.478396980720849,12.902051211568002,10.993320597652188,0.4102901340769447,10.993320597652188,56.24932249322493,47.21138211382114,9.037940379403794,10.553107618783502,26.490238566299404,123.56889118107986,123.56889118107986,0.47639484978540775,0.8382352941176471,0.6573150719515274
OASTER-ERP-v3,-10,15,case_weighted,369,4,0.9426564717535987,0.9596035393204749,0.955246586346513,0.8818311874105865,0.9182383187370728,7.361925448961766,10.31469601724697,8.859991735993306,7.343640581759515,0.5010321918751774,7.343640581759515,54.50406504065041,47.55555555555556,6.948509485094851,7.361925448961766,24.833035688216494,78.71348330014246,78.71348330014246,0.6695278969957081,0.8014705882352942,0.7354992426155011
OASTER-ERP-v3,-10,20,case_weighted,369,4,0.9418928434640819,0.9576055579063156,0.9529096546093511,0.9393419170243205,0.8765723975529311,6.241431238474423,8.765280729723697,6.132681279471588,4.803852682170988,0.5287609976489704,4.803852682170988,55.479674796747965,49.42818428184282,6.051490514905149,6.241431238474423,22.055182271113292,53.21679745501689,53.21679745501689,0.776824034334764,0.7941176470588235,0.7854708406967937
OASTER-ERP-v3,-5,-10,case_weighted,369,4,0.9243772362857122,0.933143562511041,0.9263831119437242,0.6409155937052932,1.4046966436237782,34.378673935514634,36.737339266101536,22.46972243263056,19.077831576403167,0.07044595677810994,19.077831576403167,25.043360433604335,10.382113821138212,14.661246612466124,34.378673935514634,47.79499023723234,226.12253290068864,226.12253290068864,0.034334763948497854,1.0,0.5171673819742489
