method,eeg_snr_db,meg_snr_db,scenario,aggregation,case_count,scenario_count,auc,auc_tie_corrected,surface_auc_tie_corrected,deep_auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,deep_score,deep_peak_distance_mm,active_count,surface_active_count,deep_active_count,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_sensitivity,deep_specificity,deep_balanced_accuracy
eLORETA,0,-10,deep_plus_surface,case_weighted_within_scenario,136,1,0.600540612266316,0.8023180849599417,0.8398249506071944,0.5593137254901961,1.912691540603753,69.43746699820292,33.92321279052553,24.037867870439143,25.15469091057316,0.344236729607726,22.238828359077562,4876.411764705882,4860.426470588235,15.985294117647058,69.43746699820292,33.92321279052553,189.1530300199161,187.89754269640179,0.21323529411764705,nan,nan
eLORETA,0,-10,deep_plus_two_surface,case_weighted_within_scenario,67,1,0.7255881483036624,0.7247167769833297,0.7406475848629894,0.591044776119403,1.9109344841233904,48.50843648183934,37.297704233721845,23.980361805229762,24.270847107629947,0.3019084341043391,23.275550133715022,4666.477611940299,4650.507462686567,15.970149253731343,48.50843648183934,37.297704233721845,199.5131587152215,198.50454961515715,0.16417910447761194,nan,nan
eLORETA,0,-10,surface_only,case_weighted_within_scenario,136,1,0.7684853032957254,0.847957560186175,0.8477032106537362,nan,1.8886146018573546,68.2098963004473,27.256603481506303,nan,nan,0.3211104900662125,nan,4643.580882352941,4627.625,15.955882352941176,68.2098963004473,27.256603481506303,nan,nan,nan,0.0661764705882353,nan
eLORETA,0,-5,deep_only,case_weighted_within_scenario,30,1,0.9666666666666665,0.9895558809175208,nan,0.9844444444444445,1.9675243551446433,nan,nan,20.829822950798576,2.4142136158848757,0.9534222768749637,0.8047378740207802,7356.433333333333,7340.433333333333,16.0,nan,nan,27.91051396980451,9.743779476703317,0.9666666666666667,nan,nan
eLORETA,0,-5,deep_plus_surface,case_weighted_within_scenario,136,1,0.6434632734212137,0.8478509874377368,0.8820462792472256,0.6122549019607844,1.8919953003269157,61.27340673659428,18.79155852175073,23.75173488235012,22.17129844478499,0.3375406224195662,22.295164817738588,4148.492647058823,4132.5,15.992647058823529,61.27340673659428,18.79155852175073,188.97362862629112,186.2086454018772,0.21323529411764705,nan,nan
eLORETA,0,-5,deep_plus_two_surface,case_weighted_within_scenario,67,1,0.7479006811640398,0.7636400423181402,0.7797709410637631,0.5711442786069652,1.8912524579956174,44.80300183348934,30.91505687336375,23.98153371517437,22.9094698780159,0.297151622259227,21.916856202042748,3753.6716417910447,3737.686567164179,15.985074626865671,44.80300183348934,30.91505687336375,193.20817538844,190.94472567096727,0.19402985074626866,nan,nan
eLORETA,0,-5,surface_only,case_weighted_within_scenario,136,1,0.8055265166395849,0.8826488770082435,0.8824921378495948,nan,1.8637147064082975,59.05691363477537,18.418543794878662,nan,nan,0.3078220619707662,nan,3872.448529411765,3856.514705882353,15.933823529411764,59.05691363477537,18.418543794878662,nan,nan,nan,0.14705882352941177,nan
eLORETA,0,0,deep_only,case_weighted_within_scenario,30,1,1.0,0.9999911264918585,nan,0.9977777777777778,1.9547025388783905,nan,nan,20.033208493762725,0.33333333962997774,1.0,0.0,7248.1,7232.1,16.0,nan,nan,20.033208493762725,0.33333333962997774,1.0,nan,nan
eLORETA,0,0,deep_plus_surface,case_weighted_within_scenario,136,1,0.6981931281662144,0.8883829493880454,0.9162501578665202,0.6098039215686275,1.8636216442959315,49.22473083474095,8.916896599907194,23.42616602451038,22.03050566763384,0.31929189639706573,21.304173159594257,2796.1176470588234,2780.198529411765,15.919117647058824,49.22473083474095,8.916896599907194,190.3934004107475,187.96971449420263,0.20588235294117646,nan,nan
eLORETA,0,0,deep_plus_two_surface,case_weighted_within_scenario,67,1,0.7820235508913151,0.8147618852102334,0.8287797955434202,0.5990049751243781,1.8607501059353595,33.67814480531274,20.70411092787506,23.539058449458754,22.741199222508,0.2859675252868371,20.304714396245163,2503.0,2487.0298507462685,15.970149253731343,33.67814480531274,33.43993187882446,189.77024739419105,187.4707298169351,0.208955223880597,nan,nan
