metric,metric_label,direction,baseline,n_snr_pairs,oaster_mean,baseline_mean,mean_oriented_difference,median_oriented_difference,bootstrap_difference_ci_low,bootstrap_difference_ci_high,oaster_wins,ties,oaster_losses,win_rate_excluding_ties,common_language_win_probability,wilcoxon_p_value,holm_p_value_within_metric,paired_rank_biserial
deep_sensitivity,Deep sensitivity,positive difference favors OASTER,Dipole fitting (grid),49,0.8154261704681873,0.45488195278111243,0.36054421768707484,0.37745098039215697,0.33383103241296513,0.3853541416566626,49,0,0,1.0,1.0,1.1087892528281638e-09,6.652735516968983e-09,1.0
deep_specificity,Deep specificity,positive difference favors OASTER,dSPM,49,0.9774909963985593,0.08253301320528213,0.8949579831932775,0.9117647058823529,0.8718487394957983,0.9171743697478992,49,0,0,1.0,1.0,1.07683272905017e-09,7.2405433875086175e-09,1.0
deep_specificity,Deep specificity,positive difference favors OASTER,eLORETA,49,0.9774909963985593,0.10744297719087637,0.8700480192076829,0.8676470588235294,0.8469387755102041,0.8928571428571429,49,0,0,1.0,1.0,1.0873064300909672e-09,7.2405433875086175e-09,1.0
deep_specificity,Deep specificity,positive difference favors OASTER,sLORETA,49,0.9774909963985593,0.030012004801920764,0.9474789915966387,0.9558823529411765,0.9345738295318128,0.9597839135654262,49,0,0,1.0,1.0,1.0343633410726596e-09,7.2405433875086175e-09,1.0
deep_specificity,Deep specificity,positive difference favors OASTER,MNE,49,0.9774909963985593,0.2496998799519808,0.7277911164465787,0.6911764705882353,0.6869672869147658,0.768607442977191,49,0,0,1.0,1.0,1.1002027530148434e-09,7.2405433875086175e-09,1.0
deep_specificity,Deep specificity,positive difference favors OASTER,LCMV,49,0.9774909963985593,0.6089435774309724,0.368547418967587,0.20588235294117652,0.2635054021608644,0.47869147659063627,32,11,6,0.8421052631578947,0.7653061224489796,4.920075458842849e-07,1.4760226376528547e-06,0.9352226720647774
deep_specificity,Deep specificity,positive difference favors OASTER,RAP-MUSIC,49,0.9774909963985593,0.9987995198079231,-0.02130852340936373,-0.014705882352941124,-0.028211284513805505,-0.015006002400960367,0,19,30,0.0,0.19387755102040816,1.3342807477653775e-06,2.668561495530755e-06,-1.0
deep_specificity,Deep specificity,positive difference favors OASTER,Dipole fitting (grid),49,0.9774909963985593,0.9960984393757504,-0.018607442977190868,-0.014705882352941124,-0.025810324129651847,-0.011704681872749092,5,16,28,0.15151515151515152,0.2653061224489796,1.5890888264825272e-05,1.5890888264825272e-05,-0.8484848484848485
deep_balanced_accuracy,Deep balanced accuracy,positive difference favors OASTER,dSPM,49,0.8964585834333733,0.287327430972389,0.6091311524609844,0.6127450980392157,0.5948873299319729,0.6229494922969188,49,0,0,1.0,1.0,1.1093115717163083e-09,7.701419271103905e-09,1.0
deep_balanced_accuracy,Deep balanced accuracy,positive difference favors OASTER,eLORETA,49,0.8964585834333733,0.3279186674669868,0.5685399159663865,0.5686274509803921,0.5591233368347339,0.5779815051020408,49,0,0,1.0,1.0,1.1002027530148434e-09,7.701419271103905e-09,1.0
deep_balanced_accuracy,Deep balanced accuracy,positive difference favors OASTER,sLORETA,49,0.8964585834333733,0.2869897959183674,0.609468787515006,0.6225490196078433,0.5954881952781113,0.6222238895558223,49,0,0,1.0,1.0,1.1048788813152387e-09,7.701419271103905e-09,1.0
deep_balanced_accuracy,Deep balanced accuracy,positive difference favors OASTER,MNE,49,0.8964585834333733,0.3227040816326531,0.5737545018007202,0.5790441176470589,0.5616746698679471,0.5857596163465386,49,0,0,1.0,1.0,1.1095728138421754e-09,7.701419271103905e-09,1.0
deep_balanced_accuracy,Deep balanced accuracy,positive difference favors OASTER,LCMV,49,0.8964585834333733,0.6916391556622649,0.20481942777110843,0.15441176470588236,0.1619141406562625,0.2486003776510604,47,1,1,0.9791666666666666,0.9693877551020408,2.1007037080516404e-09,7.701419271103905e-09,0.9931972789115646
deep_balanced_accuracy,Deep balanced accuracy,positive difference favors OASTER,RAP-MUSIC,49,0.8964585834333733,0.7901410564225689,0.10631752701080435,0.11519607843137247,0.09571328531412568,0.1170718287314926,49,0,0,1.0,1.0,1.1090503847150325e-09,7.701419271103905e-09,1.0
deep_balanced_accuracy,Deep balanced accuracy,positive difference favors OASTER,Dipole fitting (grid),49,0.8964585834333733,0.7254901960784315,0.17096838735494196,0.178921568627451,0.15881352541016408,0.1825230092036815,49,0,0,1.0,1.0,1.1090503847150325e-09,7.701419271103905e-09,1.0
