eeg_snr_db,meg_snr_db,scenario,aggregation,case_count,scenario_count,auc,auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,deep_score,deep_peak_distance_mm,active_count,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_sensitivity,deep_specificity,deep_balanced_accuracy
0,-5,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.834687709752886,0.9436539609008117,0.9292183889343831,2.0872288051076837,10.610425935459725,14.994655395313771,14.086517091141836,0.3275694861610745,14.086517091141836,15.794117647058824,2.0872288051076837,10.610425935459725,14.994655395313771,14.086517091141836,0.38235294117647056,nan,nan
0,-5,surface_only,case_weighted_within_scenario,68,1,0.9552641975761338,0.9873436562790447,0.6615303696129513,1.823663675924825,5.885781115141938,nan,nan,0.002258721386486355,nan,16.794117647058822,1.823663675924825,5.885781115141938,nan,nan,nan,1.0,nan
0,0,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,0.27608591877692024,nan,nan,0.0,0.0,1.0,0.0,332.1875,nan,nan,0.0,0.0,1.0,nan,nan
0,0,deep_plus_surface,case_weighted_within_scenario,68,1,0.8616392754418304,0.9688950578550324,0.7675400496087278,2.9689216675030528,6.339742379644823,8.201920075866568,8.395656365976592,0.4631852175680634,8.395656365976592,12.970588235294118,2.9689216675030528,6.339742379644823,8.201920075866568,8.395656365976592,0.6470588235294118,nan,nan
0,0,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.8355304447407843,0.9397708762662523,0.9034678106282386,3.3555296125866207,11.246028292798686,13.92278084222787,13.472881365969412,0.27037605238351825,13.472881365969412,16.147058823529413,3.3555296125866207,11.246028292798686,13.92278084222787,13.472881365969412,0.4411764705882353,nan,nan
0,0,surface_only,case_weighted_within_scenario,68,1,0.9506302509107291,0.9841947120789726,0.6570274756817637,2.2987145377647495,4.653660712675708,nan,nan,0.0026993284760107737,nan,17.058823529411764,2.2987145377647495,4.653660712675708,nan,nan,nan,1.0,nan
0,5,deep_only,case_weighted_within_scenario,16,1,1.0,1.0,0.24681736506914959,nan,nan,0.0,0.0,1.0,0.0,303.75,nan,nan,0.0,0.0,1.0,nan,nan
0,5,deep_plus_surface,case_weighted_within_scenario,68,1,0.8381353311303789,0.9655649768453745,0.8291963558548232,5.03878452872024,6.8908578716520905,10.23445974455172,10.358412702955047,0.36367441195067834,10.358412702955047,15.823529411764707,5.03878452872024,6.8908578716520905,10.23445974455172,10.358412702955047,0.5441176470588235,nan,nan
0,5,deep_plus_two_surface,case_weighted_within_scenario,34,1,0.809938402417761,0.9071500860840682,0.995965984297992,3.102446595449767,11.455947947920388,13.367459451084736,13.74004527754831,0.22621599723208763,13.74004527754831,12.911764705882353,3.102446595449767,11.455947947920388,13.367459451084736,13.74004527754831,0.38235294117647056,nan,nan
0,5,surface_only,case_weighted_within_scenario,68,1,0.9460584837402382,0.9791692899182448,0.6982998421049349,2.0331686031401057,4.927318469573654,nan,nan,0.0032790858982191216,nan,16.926470588235293,2.0331686031401057,4.927318469573654,nan,nan,nan,1.0,nan
