case_id,scenario,eeg_snr_db,meg_snr_db,gate_score,gate_eeg_score,gate_meg_score,gate_eeg_response_excess,gate_meg_response_excess,gate_reliability_balance,gate_reliability_eeg_weight,gate_formula,primary_channel_weight_min,primary_channel_weight_max,gate_threshold,deep_present_decision,selected_deep_index,secondary_surface_score,surface_threshold,surface_present_decision,null_converged,full_converged,selection_surface_converged,final_surface_converged,all_converged,status,error,elapsed_seconds
erp-v6-hierarchical-v2-surface-calibration-033-eeg-10-meg+20,deep_only,-10,20,0.09171894549247302,0.0008532209521421159,1.8374597738180312,0.009971400457756685,99.25852710337197,0.01007367083516419,0.502518417708791,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7498,0.0,,,1,1,1,,1,ok,,138.99538700003177
erp-v6-hierarchical-v2-surface-calibration-034-eeg-10-meg+20,deep_only,-10,20,0.09544285693069876,0.010394902064056301,1.226401961009656,0.0,44.211564633532326,0.022118234750458605,0.5055295586876146,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7507,0.0,,,1,1,1,,1,ok,,453.11148060002597
erp-v6-hierarchical-v2-surface-calibration-035-eeg-10-meg+20,deep_only,-10,20,0.12362810723315379,0.01116935827616161,2.194161774446625,0.0,84.41512882400818,0.011707527855638188,0.5029268819639096,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7505,0.0,,,1,1,1,,1,ok,,253.11757279996527
erp-v6-hierarchical-v2-surface-calibration-036-eeg-10-meg+20,deep_only,-10,20,0.06993567386826276,0.01308113430163394,1.013135132320244,0.05769462710692963,61.5238359960443,0.016916662425732275,0.504229165606433,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7499,0.0,,,1,1,1,,1,ok,,203.00668390002102
erp-v6-hierarchical-v2-surface-calibration-037-eeg-10-meg+20,deep_only,-10,20,0.08609714440095631,0.011962025159586961,1.094191733042367,0.017088194453446448,44.61619084831969,0.022296648964737303,0.5055741622411843,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7511,0.0,,,1,1,1,,1,ok,,237.8639726000256
erp-v6-hierarchical-v2-surface-calibration-038-eeg+20-meg-10,deep_only,20,-10,0.0767832563138572,0.79589669427504,0.0020165925825826724,27.563989646816548,0.03758153995854352,0.03632481151225252,0.5090812028780631,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7499,0.0,,,1,1,1,,1,ok,,118.3723896999727
erp-v6-hierarchical-v2-surface-calibration-039-eeg+20-meg-10,deep_only,20,-10,0.07703313142560972,0.502662602531372,0.037638178803162795,17.869505861206168,0.09016522010936145,0.057773914596811624,0.5144434786492029,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7505,-0.00042211994639697515,,,1,1,1,,1,ok,,133.85052410000935
erp-v6-hierarchical-v2-surface-calibration-040-eeg+20-meg-10,deep_only,20,-10,0.07645733531943218,0.6618421368930599,0.016595392903092608,23.298422150109577,0.06949023681100552,0.04401480187495148,0.5110037004687379,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7508,0.0,,,1,1,1,,1,ok,,103.46692530001746
erp-v6-hierarchical-v2-surface-calibration-041-eeg+20-meg-10,deep_only,20,-10,0.10441128860054702,0.5935494462144153,0.08111418514240992,19.88689269244919,0.09316289523679466,0.05233726774648406,0.513084316936621,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7511,0.0,,,1,1,1,,1,ok,,105.52183409995632
erp-v6-hierarchical-v2-surface-calibration-042-eeg+20-meg-10,deep_only,20,-10,0.05667320630511891,0.6482749484084251,-0.00041988013473738994,32.645953118216696,0.18257776411991355,0.03514769695971664,0.5087869242399291,"h_m=g_m/sqrt(1+q_m); b=min(1+q_E,1+q_M)/max(1+q_E,1+q_M); w_E=0.5+0.25*b; score=w_E*h_E+(1-w_E)*h_M",1.0,1.0,0.006348868975392994,1,7507,0.0,,,1,1,1,,1,ok,,103.8030759000103
