method,eeg_snr_db,meg_snr_db,aggregation,case_count,scenario_count,auc,auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,deep_score,deep_peak_distance_mm,active_count,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_sensitivity,deep_specificity,deep_balanced_accuracy
RAP-MUSIC,0,20,case_weighted,186,4,0.6029619884352144,0.5712908000605016,1.4180108309095496,5.06194514492954,9.029371844324642,0.0,0.0,0.20982689996118006,0.0,2.118279569892473,5.06194514492954,9.029371844324642,134.8642339510751,134.8642339510751,0.423728813559322,1.0,0.711864406779661
RAP-MUSIC,5,-10,case_weighted,186,4,0.5858931605260224,0.5662059462931108,1.521720773837734,4.608505882192403,8.930120407007593,0.48780487677809853,0.48780487677809853,0.18213746406973688,0.48780487677809853,1.8655913978494623,4.608505882192403,8.930120407007593,152.88340349899374,152.88340349899374,0.3474576271186441,1.0,0.673728813559322
RAP-MUSIC,5,-5,case_weighted,186,4,0.5926634393189195,0.5675662828821354,1.4902267361676893,4.328917191549396,8.350209078966563,0.0,0.0,0.19167190047265845,0.0,2.0053763440860215,4.328917191549396,8.350209078966563,146.76401929969938,146.76401929969938,0.3728813559322034,1.0,0.6864406779661016
RAP-MUSIC,5,0,case_weighted,186,4,0.5980153141390394,0.5711193008284028,1.44230231943215,4.240678564420441,8.056421337026707,0.882842712471047,0.882842712471047,0.20484495919795262,0.882842712471047,2.1129032258064515,4.240678564420441,8.056421337026707,135.23831984618997,135.23831984618997,0.4152542372881356,1.0,0.7076271186440678
RAP-MUSIC,5,5,case_weighted,186,4,0.6105572037841167,0.5744222563637298,1.3892520886174093,3.89584400607365,7.587067947658743,1.039344647513234,1.039344647513234,0.24195290849392512,1.039344647513234,2.172043010752688,3.89584400607365,7.587067947658743,115.55973869927868,115.55973869927868,0.5,1.0,0.75
RAP-MUSIC,5,10,case_weighted,186,4,0.6117717700696973,0.5765220835401343,1.368010119278995,3.8950588013984464,7.212149872056229,0.93348506678812,0.93348506678812,0.23026149274888577,0.93348506678812,2.21505376344086,3.8950588013984464,7.212149872056229,119.45668512924031,119.45668512924031,0.4745762711864407,1.0,0.7372881355932204
RAP-MUSIC,5,15,case_weighted,186,4,0.6149687798482592,0.5760660649131947,1.3621031369480994,4.106858271339581,7.697077875782583,0.0,0.0,0.23407118326753878,0.0,2.247311827956989,4.106858271339581,7.697077875782583,118.99785348624275,118.99785348624275,0.4915254237288136,1.0,0.7457627118644068
RAP-MUSIC,5,20,case_weighted,186,4,0.6070128393067604,0.5734258313207988,1.3942179951751048,4.780202459389599,8.109115525673086,0.2668327385294381,0.2668327385294381,0.21793714293170152,0.2668327385294381,2.204301075268817,4.780202459389599,8.109115525673086,129.0341898796618,129.0341898796618,0.4406779661016949,1.0,0.7203389830508474
RAP-MUSIC,10,-10,case_weighted,186,4,0.6175666599208468,0.5702684478683008,1.4462184274438796,4.753671863540527,8.817508624242683,0.7846686411934536,0.7846686411934536,0.2579881618935331,0.7846686411934536,2.0376344086021505,4.753671863540527,8.817508624242683,97.64041201016899,97.64041201016899,0.576271186440678,1.0,0.788135593220339
RAP-MUSIC,10,-5,case_weighted,186,4,0.6220147928142239,0.5717884850205862,1.4288551882157239,4.4106875434371675,8.442559239729125,0.2898550831514177,0.2898550831514177,0.25099648722156015,0.2898550831514177,2.118279569892473,4.4106875434371675,8.442559239729125,97.35107187877153,97.35107187877153,0.5847457627118644,1.0,0.7923728813559322
