method,eeg_snr_db,meg_snr_db,aggregation,case_count,scenario_count,auc,auc_tie_corrected,rmse,surface_sd_mm,surface_dle_mm,deep_sd_mm,deep_dle_mm,surface_sd_mm_penalized,surface_dle_mm_penalized,deep_sd_mm_penalized,deep_dle_mm_penalized,deep_score,deep_peak_distance_mm,active_count,deep_sensitivity,deep_specificity,deep_balanced_accuracy
LCMV,0,-10,scenario_macro,185,4,0.8060204432345257,0.7536986620759738,1.9470108091109952,55.475209180478686,54.33158620962819,18.967851032649566,9.151752042233186,55.475209180478686,54.33158620962819,18.967851032649566,9.151752042233186,0.2036764705882353,0.0,1866.2541666666668,0.27156862745098037,1.0,0.6357843137254902
LCMV,0,-5,scenario_macro,185,4,0.8028587063631334,0.7525535273654178,1.943216812833716,54.66444773495854,50.10843297159812,18.007144615954605,8.76538963806054,54.66444773495854,50.10843297159812,18.007144615954605,8.76538963806054,0.2995098039215686,1.2559223506558064,1803.6654411764707,0.39444444444444443,1.0,0.6972222222222222
LCMV,0,0,scenario_macro,185,4,0.800625948899627,0.7554589809044018,1.9334010567857272,53.41467060806628,47.017698916586376,15.877424375168582,7.558334793955204,53.41467060806628,47.017698916586376,15.877424375168582,7.558334793955204,0.3703990030389096,0.44707658753631674,1595.5958333333333,0.4950980392156863,1.0,0.7475490196078431
LCMV,0,5,scenario_macro,185,4,0.7981679305177826,0.7578717615930279,1.9168058818288896,52.23029330401939,46.1231071147591,13.1302318606174,5.7879758403035675,52.23029330401939,46.1231071147591,13.1302318606174,5.7879758403035675,0.5321220923563127,0.07092198715531445,1277.1470588235295,0.7401960784313726,1.0,0.8700980392156863
LCMV,0,10,scenario_macro,185,4,0.7995736703106426,0.7608256539499234,1.8808772180149045,51.251877476110394,48.694245196140066,10.499081865848291,3.131862434044653,51.251877476110394,48.694245196140066,10.499081865848291,3.131862434044653,0.7016363784473012,0.7214371814507899,924.1247549019607,0.9460784313725491,0.7205882352941176,0.8333333333333334
LCMV,0,15,scenario_macro,185,4,0.8024751839514381,0.7624081589056204,1.8146090548427483,50.82462819352293,46.967743230788265,7.767269384701504,1.896959287866924,50.82462819352293,46.967743230788265,7.767269384701504,1.896959287866924,0.7675374826625205,1.3913853496481272,687.4345588235294,0.9607843137254902,0.16176470588235295,0.5612745098039216
LCMV,0,20,scenario_macro,185,4,0.804855091633676,0.7624993817272434,1.7187263388601983,50.52461042395519,48.1905433932151,5.329843768089307,1.0041804601975555,50.52461042395519,48.1905433932151,5.329843768089307,1.0041804601975555,0.7708149415160875,0.7674928555343171,526.2034313725491,0.9803921568627452,0.0,0.4901960784313726
LCMV,5,-10,scenario_macro,185,4,0.8119809198448978,0.7579543164645409,1.9334495893682329,54.517348154007635,49.82941211306471,16.998582550964795,7.763486026208507,54.517348154007635,49.82941211306471,16.998582550964795,7.763486026208507,0.3305941090900824,1.1496255108076716,1556.9235294117648,0.43856209150326797,1.0,0.719281045751634
LCMV,5,-5,scenario_macro,185,4,0.8128156268890134,0.7579551255348752,1.9270224846544663,53.928198611213595,49.23879060787658,16.090763025464156,7.27003971979007,53.928198611213595,49.23879060787658,16.090763025464156,7.27003971979007,0.3931422620654317,0.19607844212840186,1617.773774509804,0.5343137254901961,1.0,0.767156862745098
LCMV,5,0,scenario_macro,185,4,0.8114724529382218,0.7580041404253796,1.9173072495623598,53.11479845236232,45.869627162479325,14.728537612344061,6.397350263904403,53.11479845236232,45.869627162479325,14.728537612344061,6.397350263904403,0.4649303803578707,0.19607844212840178,1599.3632352941177,0.6372549019607843,1.0,0.8186274509803921
LCMV,5,5,scenario_macro,185,4,0.8093291734663479,0.758518749417364,1.8992102169679947,52.246383677301594,45.321563351026555,12.663444996985683,4.381164668639022,52.246383677301594,45.321563351026555,12.663444996985683,4.381164668639022,0.5907993887605916,0.1257861704219936,1445.745588235294,0.8186274509803922,1.0,0.9093137254901962
LCMV,5,10,scenario_macro,185,4,0.8068714187581274,0.7597641799369053,1.862659658870186,51.51921099901484,46.527857834082,10.138936765815746,2.8318155853899967,51.51921099901484,46.527857834082,10.138936765815746,2.8318155853899967,0.7302308722076072,0.6392350701116501,1191.358088235294,0.9607843137254902,0.7352941176470589,0.8480392156862746
LCMV,5,15,scenario_macro,185,4,0.8066563694257323,0.7617320309549731,1.8020662604382347,50.96538316581081,47.35011973888681,7.664140712115988,1.6602716888369937,50.96538316581081,47.35011973888681,7.664140712115988,1.6602716888369937,0.7970902468650733,0.8727018956195426,889.4279411764705,0.9705882352941176,0.16176470588235295,0.5661764705882353
LCMV,5,20,scenario_macro,185,4,0.8072079358788711,0.7631793244374492,1.709186679814441,50.636755638645305,47.52087893927716,5.281272515687291,0.8858366522326276,50.636755638645305,47.52087893927716,5.281272515687291,0.8858366522326276,0.7985264622039661,0.4733752127676121,653.0781862745098,0.9803921568627452,0.014705882352941176,0.49754901960784315
LCMV,10,-10,scenario_macro,185,4,0.8141492029449617,0.7609288538347339,1.905722910935351,52.846717814089324,48.589907580754755,14.572486773865192,4.860281865039533,52.846717814089324,48.589907580754755,14.572486773865192,4.860281865039533,0.5461662225049891,1.2713712160077444,1260.7774509803921,0.7352941176470589,0.9411764705882353,0.8382352941176471
LCMV,10,-5,scenario_macro,185,4,0.817132774451679,0.7616957075714655,1.9000646747044083,52.675505853903125,47.497321785030834,14.149781140292385,4.496819588323542,52.675505853903125,47.497321785030834,14.149781140292385,4.496819588323542,0.5767239194023205,0.8166379779643842,1355.0120098039215,0.7696078431372548,0.9411764705882353,0.8553921568627451
LCMV,10,0,scenario_macro,185,4,0.8159321283913026,0.7592803221451809,1.890202472688786,52.53535484796947,47.59385599263672,12.894957822837753,3.608136435225731,52.53535484796947,47.59385599263672,12.894957822837753,3.608136435225731,0.6113129108308636,0.6883454531481217,1443.7539215686277,0.8088235294117648,0.9411764705882353,0.875
LCMV,10,5,scenario_macro,185,4,0.8153945192976131,0.7586710822099103,1.8729071704939355,51.74421309609328,44.28658977591812,11.464108830615393,2.7737542053229522,51.74421309609328,44.28658977591812,11.464108830615393,2.7737542053229522,0.6775725651043029,0.10928962151610834,1469.4816176470588,0.9362745098039215,0.8823529411764706,0.909313725490196
